Code,Name,Industry Code,Industry,No. of Listed Shares(shr.),Capital Stock(KRW),ParValue,Currency,
003830,DAEHAN SYNTH FIBR,032005,Manufacture of Man-Made Fibers,"1,328,000","6,640,000,000","5,000",KRW,960
069460,DAEHO AL,032402,Manufacture of Basic Precious and Non-ferrous Metals,"27,134,839","13,567,419,500",500,KRW,853
021040,DAEHO P&C,032401,Manufacture of Basic Iron and Steel,"50,112,826","27,177,646,000",500,KRW,1833
016090,DAEHYUN,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","45,282,310","26,906,155,000",500,KRW,1236
065690,DAEJIN DMP,032201,Manufacture of Rubber Products,"12,457,575","6,228,787,500",500,KRW,10
078600,DAEJOO,032602,Manufacture of Electronic Components,"9,101,023","4,550,511,500",500,KRW,648
120240,DAEJUNG C&M,032001,Manufacture of Basic Chemicals,"6,048,727","3,024,363,500",500,KRW,867
019680,DAEKYO,168501,Primary Education,"84,702,850","52,064,920,000",500,KRW,1724
015590,DAEKYUNG MACH & ENG,032901,Manufacture of General Purpose Machinery,"54,739,890","27,369,945,000",500,KRW,237
005750,DAELIM B&Co,032302,Manufacture of Ceramic Ware,"15,501,672","15,501,672,000","1,000",KRW,881
000210,DAELIM IND,064102,Heavy Construction,"34,800,000","218,500,000,000","5,000",KRW,1822
006570,DAELIM TRDG,032509,Manufacture of Other Metal Products; Metal Working Service Activities,"15,225,000","16,425,000,000","1,000",KRW,1750
007720,DAEMYUNG CORPORATION,032605,Manufacture of Electronic Video and Audio Equipment,"100,800,450","50,400,225,000",500,KRW,627
001680,DAESANG,031007,Manufacture of Other Food Products,"34,411,575","36,018,248,000","1,000",KRW,833
084690,DAESANG HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","36,212,538","37,126,020,000","1,000",KRW,525
048470,DAESCO,032401,Manufacture of Basic Iron and Steel,"10,000,000","5,000,000,000",500,KRW,407
016710,DAESUNG HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","16,089,459","16,089,459,000","1,000",KRW,236
025440,DAESUNGELTEC,032605,Manufacture of Electronic Video and Audio Equipment,"68,755,006","34,377,503,000",500,KRW,732
117580,DAESUNGENERGY,043502,"Manufacture of Gas, Distribution of Gaseous Fuel Through Mains","27,500,000","27,500,000,000","1,000",KRW,1457
005620,DAESUNGGROUP,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","1,799,077","8,995,385,000","5,000",KRW,1753
128820,DAESUNGIND,074707,Retail Sale of Fuel,"24,087,955","120,439,775,000","5,000",KRW,1549
024890,DAEWON CHEM,032202,Manufacture of Plastic Products,"39,884,896","19,942,448,000",500,KRW,458
048910,DAEWON MEDIA,105901,"Motion Picture, Video, Broadcasting Programmes Production and Distribution","10,903,774","5,481,887,000",500,KRW,1251
003220,DAEWON PHARM,032102,Manufacture of Medicaments,"17,171,002","8,585,501,000",500,KRW,731
000430,DAEWONKANGUP,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"62,000,000","31,000,000,000",500,KRW,1405
215480,DAEWOO SBI SPAC 1,116601,Activities Auxiliary to Financial Service Activities,"3,535,000","353,500,000",100,KRW,1883
006800,DAEWOO SECU,116601,Activities Auxiliary to Financial Service Activities,"326,700,891","1,703,883,205,000","5,000",KRW,1786
204440,DAEWOO SPAC 2,116601,Activities Auxiliary to Financial Service Activities,"5,750,000","575,000,000",100,KRW,1808
215580,DAEWOO SPAC 3,116601,Activities Auxiliary to Financial Service Activities,"5,410,000","541,000,000",100,KRW,1928
003090,DAEWOONG,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","11,628,396","29,070,990,000","2,500",KRW,1068
069620,DAEWOONG PHARMA,032102,Manufacture of Medicaments,"11,586,575","28,966,437,500","2,500",KRW,1472
108380,DAEYANG,033101,Building of Ships and Boats,"9,567,333","4,783,666,500",500,KRW,19
014160,DAEYOUNG PKG,031702,"Manufacture of Corrugated Cardboard, Paper Boxes and Paper Containers","100,070,155","50,035,077,500",500,KRW,1123
008110,DAIDONG ELECTRONICS,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"10,490,447","5,245,223,500",500,KRW,1077
131220,DAIHAN Scientific,074605,Wholesale of Machinery Equipment and Supplies,"7,056,878","3,528,439,000",500,KRW,1544
003540,DAISHIN SECU,116601,Activities Auxiliary to Financial Service Activities,"50,773,400","434,867,000,000","5,000",KRW,977
009190,DAIYANG MTL,032401,Manufacture of Basic Iron and Steel,"61,589,669","30,794,834,500",500,KRW,628
064260,DANAL,105802,Software Development and Supply,"21,678,954","10,839,477,000",500,KRW,39
119860,DANAWA,105802,Software Development and Supply,"6,624,911","3,312,455,500",500,KRW,1177
032190,DAOU DATA,074605,Wholesale of Machinery Equipment and Supplies,"35,700,000","17,850,000,000",500,KRW,782
023590,DAOU TECH,106301,"Data Processing, Hosting, Portals and Other Internet Information Media Service Activities","44,866,617","22,433,308,500",500,KRW,1082
066900,DAP,032602,Manufacture of Electronic Components,"22,744,503","11,372,251,500",500,KRW,258
204690,DARIN,032202,Manufacture of Plastic Products,"7,933,340","3,966,670,000",500,KRW,1870
039560,DASANNetwork,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"18,476,006","10,466,465,500",500,KRW,1345
196490,DAT,032902,Manufacture of Special-Purpose Machinery,"6,043,686","3,021,843,000",500,KRW,1813
006340,DAWON CBL,032803,"Manufacture of Insulated Wires and Cables, Including Insulated Code Sets","68,107,171","35,364,185,500",500,KRW,845
068240,DAWONSYS,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","13,242,096","6,621,048,000",500,KRW,1650
002880,DAYOU A-TECH,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"91,447,161","45,723,580,500",500,KRW,595
073190,DBK,033201,Manufacture of Furniture,"11,968,040","5,984,020,000",500,KRW,814
099410,DBSM,033101,Building of Ships and Boats,"10,963,002","5,481,501,000",500,KRW,1361
024090,DCM,032401,Manufacture of Basic Iron and Steel,"11,700,000","6,000,000,000",500,KRW,768
033130,DChosun,106301,"Data Processing, Hosting, Portals and Other Internet Information Media Service Activities","37,115,267","18,557,633,500",500,KRW,1282
079810,DE&T,032902,Manufacture of Special-Purpose Machinery,"8,300,000","4,150,000,000",500,KRW,709
017680,DECO&E,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","52,022,176","26,011,088,000",500,KRW,553
067990,DEUTSCH MOTORS INC.,074501,Sale of Motor Vehicles,"26,263,308","13,131,654,000",500,KRW,1440
139130,DGB Financial Group,116409,Other Financial Intermediation,"169,053,154","845,265,770,000","5,000",KRW,1218
043360,DGI,032603,Manufacture of Computers and Peripheral Equipment,"9,000,000","4,500,000,000",500,KRW,309
067080,DH PHARM,032102,Manufacture of Medicaments,"18,224,974","9,112,487,000",500,KRW,1022
054670,DHNP,032102,Manufacture of Medicaments,"14,354,920","7,177,460,000",500,KRW,1682
131030,DHP,032102,Manufacture of Medicaments,"16,564,797","8,282,398,500",500,KRW,1541
003160,DI,032702,"Manufacture of Instruments and Appliances for Measuring, Checking, Testing, Navigating, controlling and Other Purposes, Except Optical Instruments","31,496,785","17,248,392,500",500,KRW,1454
020180,DIC,106201,"Computer programming, System Integration and Management Services","38,428,915","19,214,457,500",500,KRW,1322
092200,DIC,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"21,700,000","10,850,000,000",500,KRW,40
004890,DIC,032401,Manufacture of Basic Iron and Steel,"2,425,215","12,126,075,000","5,000",KRW,425
131180,DILLI,032603,Manufacture of Computers and Peripheral Equipment,"29,350,000","2,935,000,000",100,KRW,1759
039840,DIO,032701,Manufacture of Medical Appliances and Instruments,"11,921,403","5,960,701,500",500,KRW,569
108860,DIOTEK,105802,Software Development and Supply,"22,045,945","11,022,972,500",500,KRW,453
033310,DK D&I,032509,Manufacture of Other Metal Products; Metal Working Service Activities,"21,972,411","10,986,205,500",500,KRW,227
105740,DK-Lok,032901,Manufacture of General Purpose Machinery,"7,855,554","3,927,777,000",500,KRW,1732
101000,DMC,032902,Manufacture of Special-Purpose Machinery,"12,764,625","6,382,312,500",500,KRW,560
068790,DMS,032902,Manufacture of Special-Purpose Machinery,"19,887,423","9,943,711,500",500,KRW,1145
134580,DMT,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"11,250,000","5,625,000,000",500,KRW,1761
127120,DNALINK,137001,Research and Experimental Development On Natural Sciences and Engineering,"6,278,496","3,139,248,000",500,KRW,1918
092070,DNF,032004,Manufacture of Other Chemical Products,"10,761,828","5,380,914,000",500,KRW,43
002150,DOHWA ENGINEERING,137201,"Architectural, Engineering and Related Technical Services","33,720,000","16,860,000,000",500,KRW,1098
088130,DONG A ELTEK,032902,Manufacture of Special-Purpose Machinery,"10,883,531","5,441,765,500",500,KRW,149
170900,DONG-A ST,032102,Manufacture of Medicaments,"7,924,516","39,622,580,000","5,000",KRW,1620
007340,DONGAH TIRE,032201,Manufacture of Rubber Products,"23,727,020","11,863,510,000",500,KRW,662
041930,DONGAHWASUNG,032201,Manufacture of Rubber Products,"15,800,000","8,000,000,000",500,KRW,215
008040,DONGAONE,031006,"Manufacture of Grain Mill Products, Starches and Starch Products","65,180,349","32,590,174,500",500,KRW,740
007590,DONGBANG AGRO,032004,Manufacture of Other Chemical Products,"13,617,577","6,808,788,500",500,KRW,678
004140,DONGBANG TRNSPT & L,084903,Road Freight Transport,"21,523,970","21,523,970,000","1,000",KRW,680
012030,DONGBU,106201,"Computer programming, System Integration and Management Services","18,212,632","91,063,160,000","5,000",KRW,928
005830,DONGBU INS,116501,Insurance,"70,800,000","35,400,000,000",500,KRW,654
045890,DONGBU LIGHTEC,032804,Manufacture of Electric Lamps and Bulbs,"25,482,194","12,741,097,000",500,KRW,1503
016610,DONGBU SECU,116601,Activities Auxiliary to Financial Service Activities,"42,446,389","212,231,945,000","5,000",KRW,749
207760,DONGBU SPAC ?¢¯¨ö?¢¯¨ö?¢¯¨ö,116601,Activities Auxiliary to Financial Service Activities,"5,500,000","550,000,000",100,KRW,1812
016380,DONGBU STL,032401,Manufacture of Basic Iron and Steel,"20,000,488","103,209,125,000","5,000",KRW,286
083360,DONGBUKA 11th SHIP,126901,Renting of Transport Equipment,"1,585,660","7,928,300,000","5,000",KRW,112
083370,DONGBUKA 12th SHIP,126901,Renting of Transport Equipment,"1,585,660","7,928,300,000","5,000",KRW,242
083380,DONGBUKA 13th SHIP,126901,Renting of Transport Equipment,"1,585,660","7,928,300,000","5,000",KRW,605
083390,DONGBUKA 14th SHIP,126901,Renting of Transport Equipment,"1,585,660","7,928,300,000","5,000",KRW,585
083350,DONGBUKANO.10SHIP,126901,Renting of Transport Equipment,"1,585,660","7,928,300,000","5,000",KRW,255
001530,DONGIL,031301,Spinning of Textiles and Processing of Threads and Yarns,"2,253,852","11,269,260,000","5,000",KRW,1232
109860,DONGIL METAL,032403,Cast of Metals,"7,000,000","3,500,000,000",500,KRW,873
019300,DONGIL PAPR MFG,031701,"Manufacture of Pulp, Paper and Paperboard","39,690,000","19,845,000,000",500,KRW,1009
005290,DONGJIN,032001,Manufacture of Basic Chemicals,"45,409,611","22,704,805,500",500,KRW,1778
001620,DONGKOOK IND,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"26,334,520","13,167,260,000",500,KRW,1138
005160,DONGKUK,032401,Manufacture of Basic Iron and Steel,"50,000,000","50,000,000,000","1,000",KRW,632
075970,DONGKUK R&S,032309,Manufacture of Other Non-metallic Mineral Products,"18,400,000","18,400,000,000","1,000",KRW,843
001230,DONGKUK STL MILL,032401,Manufacture of Basic Iron and Steel,"95,358,542","588,857,060,000","5,000",KRW,1642
023450,DONGNAMCHEMICAL,032004,Manufacture of Other Chemical Products,"1,279,883","6,399,415,000","5,000",KRW,1702
005190,DONGSUNG CHEM,032001,Manufacture of Basic Chemicals,"4,876,849","5,072,529,000","1,000",KRW,638
102260,DONGSUNG CORPORATION,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","45,444,970","45,444,970,000","1,000",KRW,449
033500,DONGSUNG FINETEC,032001,Manufacture of Basic Chemicals,"26,983,609","13,821,804,500",500,KRW,204
002210,DONGSUNG PHARM,032102,Manufacture of Medicaments,"22,404,756","22,404,756,000","1,000",KRW,92
025900,DONGWHA ENTERPRISE,031602,Manufacture of Wood Products,"14,356,756","7,678,378,000",500,KRW,1737
000020,DONGWHA PHARM,032102,Manufacture of Medicaments,"27,931,470","27,931,470,000","1,000",KRW,503
003580,DONGWON,020702,Mining of Other Non-Metal Ores,"4,714,788","23,573,940,000","5,000",KRW,381
049770,DONGWON F & B,031007,Manufacture of Other Food Products,"3,859,124","19,295,620,000","5,000",KRW,196
030720,DONGWON FISH,010301,Fishing and Gathering of Marine Materials,"4,059,609","20,298,045,000","5,000",KRW,1281
006040,DONGWON IND,010301,Fishing and Gathering of Marine Materials,"3,363,200","16,816,000,000","5,000",KRW,616
018500,DONGWON METAL,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"30,164,521","15,082,260,500",500,KRW,541
088910,DONGWOO,031001,"Slaughtering of Livestock, Processing, Preserving of Meat and Meat Products","22,860,000","11,430,000,000",500,KRW,125
094170,DONGWOON ANATECH,032601,Manufacture of Semiconductor,"5,991,000","2,995,500,000",500,KRW,1029
079960,DONGYANG E&P,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","7,860,000","3,930,000,000",500,KRW,276
084670,DONGYANG EXPRESS,084902,Transit and Ground Passenger Transportation,"2,652,000","13,260,000,000","5,000",KRW,259
008970,DONGYANG STL PIPE,032401,Manufacture of Basic Iron and Steel,"81,451,824","40,725,912,000",500,KRW,649
000150,DOOSAN,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","21,270,888","134,838,235,000","5,000",KRW,1116
026890,DPC,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","41,678,175","20,839,087,500",500,KRW,758
189700,DPNK,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","7,285,439","3,642,719,500",500,KRW,1590
004840,DRB Holding,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","18,010,000","9,005,000,000",500,KRW,643
163560,DRB Industrial,032201,Manufacture of Rubber Products,"11,890,000","5,945,000,000",500,KRW,1794
034020,DSH,032901,Manufacture of General Purpose Machinery,"106,158,256","530,791,280,000","5,000",KRW,818
077360,DSHM,032601,Manufacture of Semiconductor,"22,718,501","4,543,700,200",200,KRW,633
042670,DSINFRA,032902,Manufacture of Special-Purpose Machinery,"207,455,314","1,037,276,570,000","5,000",KRW,1709
109740,DSK,032902,Manufacture of Special-Purpose Machinery,"6,500,000","3,250,000,000",500,KRW,1096
036480,DSMBIO,032102,Manufacture of Medicaments,"380,000","1,900,000,000","5,000",KRW,1351
096350,DSOL,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","11,200,000","5,600,000,000",500,KRW,1375
155660,DSR,031309,"Manufacture of Other Made-Up Textile Articles, Except Apparel","16,000,000","8,000,000,000",500,KRW,1572
069730,DSR WIRE,032401,Manufacture of Basic Iron and Steel,"14,400,000","7,200,000,000",500,KRW,1212
090710,DST ROBOT,032902,Manufacture of Special-Purpose Machinery,"9,493,166","4,746,583,000",500,KRW,121
066670,DTC,032602,Manufacture of Electronic Components,"18,691,918","9,345,959,000",500,KRW,1346
187220,DTNC,137209,Other Scientific and Technical Services,"9,854,054","4,927,027,000",500,KRW,1661
078590,DUAL,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"12,875,270","6,437,635,000",500,KRW,1693
176750,DUCHEMBIO,032102,Manufacture of Medicaments,"4,999,900","2,499,950,000",500,KRW,1086
024900,DUCKYANG IND,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"32,564,980","16,282,490,000",500,KRW,472
213420,DUK SAN NEOLUX,032602,Manufacture of Electronic Components,"12,007,770","2,401,554,000",200,KRW,1913
004830,DUKSUNG,032202,Manufacture of Plastic Products,"15,680,000","8,536,000,000",500,KRW,1648
047040,DWEC,064101,Building Construction,"415,622,638","2,078,113,190,000","5,000",KRW,583
009320,DWECC,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"39,226,790","19,613,395,000",500,KRW,907
047050,DWIC,074601,Wholesale on a Fee or Contract Basis,"113,876,291","569,381,455,000","5,000",KRW,519
014820,DWS,032202,Manufacture of Plastic Products,"24,079,554","121,724,560,000","5,000",KRW,949
013570,DY,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","20,623,600","10,311,800,000",500,KRW,919
210540,DY POWER,032902,Manufacture of Special-Purpose Machinery,"11,041,708","5,520,854,000",500,KRW,1902
060380,DY S?¡§?TEC,032401,Manufacture of Basic Iron and Steel,"10,000,000","5,000,000,000",500,KRW,89
